Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
1374,2012,22.0,Nebraska,1.778,92.53284348,4.48,93.98,,307.34,,,defense,defensive_back,CB,1
1375,2016,21.0,California,1.8796,92.07925111,4.64,78.74,,281.94,7.13,4.2,offense,backs_receivers,WR,1
1376,2010,23.0,Arizona St.,1.8542,110.6765383,4.62,88.9,25.0,276.86,7.08,4.3,defense,line_backer,OLB,1
1377,2017,,Air Force,1.905,99.7903214,4.62,80.01,13.0,304.8,6.77,4.46,offense,backs_receivers,WR,0
1378,2019,,Marshall,1.8288,94.80080533,4.63,87.63,17.0,289.56,7.45,4.3,defense,defensive_back,S,0
1379,2010,23.0,Iowa,1.8288,106.594207,4.71,88.9,26.0,279.4,7.04,4.29,defense,line_backer,ILB,1
1380,2009,22.0,Georgia Tech,1.8288,89.35769689,4.59,90.17,24.0,309.88,,,defense,defensive_back,CB,0
1381,2016,21.0,Penn St.,1.9304,101.1510985,4.78,78.74,,289.56,7.04,4.33,offense,backs_receivers,QB,1
1382,2011,23.0,Wisconsin,1.8796,96.16158244,4.92,74.93,,294.64,6.84,4.12,offense,backs_receivers,QB,0
1383,2012,,South Florida,1.8288,104.7798375,4.68,80.01,,,,,offense,backs_receivers,RB,0
1384,2012,22.0,Colorado,1.778,82.55381134,4.42,80.01,13.0,289.56,6.99,4.5,defense,defensive_back,CB,1
1385,2010,,Marshall,1.7526,86.1825503,4.59,90.17,14.0,276.86,,4.39,offense,backs_receivers,RB,0
1386,2009,22.0,LSU,1.9304,134.2633415,4.94,72.39,,259.08,7.64,4.8,defense,defensive_lineman,DE,1
1387,2012,22.0,Stanford,1.8288,88.90410452,4.36,102.87,19.0,327.66,6.85,4.11,offense,backs_receivers,WR,0
1388,2009,22.0,Texas,1.8288,99.7903214,4.57,88.9,19.0,281.94,6.85,4.29,offense,backs_receivers,RB,1
1389,2018,,Nebraska,1.8542,88.45051215,4.58,105.41,17.0,340.36,,,defense,defensive_back,S,0
1390,2014,21.0,Tennessee,1.9812,141.0672271,5.26,73.66,22.0,261.62,7.42,4.56,offense,offensive_lineman,OT,1
1391,2013,22.0,Michigan,1.778,90.26488163,4.43,92.71,,312.42,7.09,4.22,offense,backs_receivers,WR,1
1392,2019,,Vanderbilt,1.9304,104.3262451,4.91,74.93,,269.24,7.51,4.53,offense,backs_receivers,QB,0
1393,2015,21.0,Florida,1.9558,139.2528576,5.12,78.74,26.0,264.16,7.87,4.64,offense,offensive_lineman,OT,1
1394,2017,21.0,Oregon St.,1.9304,137.4384881,5.15,77.47,26.0,266.7,8.16,4.81,offense,offensive_lineman,OG,1
1395,2010,22.0,Kansas,1.8034,92.98643585,4.46,100.33,17.0,304.8,,,defense,defensive_back,SS,1
1396,2012,22.0,Oklahoma,1.8034,93.44002822,4.43,86.36,23.0,317.5,6.71,3.97,defense,defensive_back,CB,1
1397,2016,21.0,Notre Dame,1.8288,84.36818082,4.32,85.09,10.0,320.04,6.93,4.27,offense,backs_receivers,WR,1
1398,2011,22.0,Oklahoma,1.905,141.0672271,5.22,,34.0,,,,defense,defensive_lineman,DT,0
1399,2009,22.0,Clemson,1.905,141.5208194,4.92,77.47,29.0,271.78,8.28,4.84,defense,defensive_lineman,DT,1
1400,2015,22.0,Texas A&M,1.9558,138.7992652,4.98,,23.0,,,,offense,offensive_lineman,OT,1
1401,2012,22.0,Memphis,1.905,142.8815966,5.23,73.66,30.0,264.16,7.87,4.91,offense,offensive_lineman,OG,0
1402,2013,22.0,Missouri Western St.,1.9304,118.8412009,4.84,77.47,20.0,281.94,7.07,4.33,defense,defensive_lineman,DE,1
1403,2018,,Washington St.,1.8542,80.28584949,4.8,80.01,,,,,offense,backs_receivers,WR,0
1404,2014,,Kansas St.,1.905,117.0268315,4.91,73.66,,292.1,,,special_teams,other_special,LS,0
1405,2010,,Virginia Tech,1.8796,91.62565874,4.8,,,,,,special_teams,kicking_specialist,P,1
1406,2013,21.0,Florida,1.8542,93.89362059,4.58,87.63,,312.42,6.64,4.1,defense,defensive_back,FS,1
1407,2012,22.0,Colorado,2.0066,145.6031508,5.16,71.12,32.0,254.0,7.72,4.78,offense,offensive_lineman,OG,1
1408,2011,21.0,California,1.9304,130.1810102,4.74,78.74,25.0,297.18,7.07,4.37,defense,defensive_lineman,DE,1
1409,2018,22.0,Miami (FL),1.9812,127.459456,4.92,73.66,,294.64,,,defense,defensive_lineman,DE,1
1410,2014,22.0,Syracuse,1.8034,99.7903214,4.84,91.44,14.0,299.72,7.53,4.6,offense,backs_receivers,RB,0
1411,2015,22.0,West Virginia,1.905,97.52235955,4.35,92.71,23.0,312.42,6.92,4.14,offense,backs_receivers,WR,1
1412,2015,23.0,Michigan St.,1.8288,94.34721296,4.42,87.63,,299.72,7.22,4.32,offense,backs_receivers,RB,1
1413,2019,21.0,Ohio St.,1.905,104.7798375,5.04,72.39,,,,,offense,backs_receivers,QB,1
1414,2011,,Boise St.,1.9304,121.5627552,4.96,76.2,18.0,281.94,7.01,4.37,defense,defensive_lineman,DE,0
1415,2013,19.0,Kansas St.,1.8288,109.3157612,4.62,,,294.64,,,defense,line_backer,OLB,1
1416,2009,23.0,Cal Poly,1.9812,103.8726527,4.51,85.09,17.0,299.72,,4.26,offense,backs_receivers,WR,1
1417,2015,22.0,Clemson,1.905,110.2229459,4.56,93.98,23.0,309.88,7.07,4.03,defense,line_backer,ILB,1
1418,2014,22.0,Alabama,1.8034,95.2543977,,,18.0,,,,defense,defensive_back,SS,1
1419,2018,22.0,Wisconsin,1.8288,89.81128926,4.4,90.17,25.0,304.8,,,defense,defensive_back,S,1
1420,2014,22.0,Miami (FL),1.8542,89.81128926,4.55,78.74,14.0,304.8,7.23,4.5,offense,backs_receivers,WR,0
1421,2013,22.0,LSU,1.8796,92.98643585,4.86,,,,,,special_teams,kicking_specialist,P,0
1422,2011,22.0,East. Washington,1.8288,87.99691978,4.33,,13.0,,,,offense,backs_receivers,RB,1
1423,2017,22.0,Clemson,1.9558,117.0268315,,83.82,18.0,289.56,7.12,4.33,offense,backs_receivers,TE,1
1424,2017,22.0,Nebraska,1.8796,98.88313666,4.58,77.47,17.0,309.88,,,defense,defensive_back,SS,1
1425,2013,22.0,Texas,1.9304,119.7483857,4.78,,21.0,,,,defense,defensive_lineman,DE,1
1426,2018,20.0,North Carolina,1.8288,107.5013917,4.63,,19.0,,,,defense,line_backer,ILB,1
1427,2017,21.0,Ohio St.,1.8288,88.45051215,4.44,93.98,11.0,327.66,6.68,4.18,defense,defensive_back,CB,1
1428,2017,21.0,Boise St.,1.7526,97.06876718,4.49,90.17,,307.34,6.93,4.28,offense,backs_receivers,RB,1
1429,2014,21.0,Oregon,1.7526,78.92507238,4.39,81.28,8.0,314.96,,,offense,backs_receivers,RB,1
1430,2010,21.0,Florida,1.8034,93.44002822,4.44,95.25,14.0,302.26,6.95,4.36,defense,defensive_back,FS,1
1431,2014,22.0,Oklahoma St.,1.8288,91.62565874,4.37,90.17,20.0,320.04,6.92,,defense,defensive_back,CB,1
1432,2015,,Massachusetts,1.9558,111.1301307,4.84,83.82,,289.56,7.5,4.6,offense,backs_receivers,TE,0
1433,2009,,LSU,1.8542,142.4280042,5.09,,26.0,,,,defense,defensive_lineman,DT,0
1434,2012,22.0,Virginia,1.778,83.00740371,4.63,,7.0,,,,defense,defensive_back,CB,0
1435,2016,21.0,Utah St.,1.8034,89.81128926,4.58,82.55,12.0,294.64,7.12,4.19,offense,backs_receivers,WR,0
1436,2018,23.0,Oklahoma St.,1.9304,97.97595192,4.62,86.36,13.0,307.34,7.07,4.25,offense,backs_receivers,WR,1
1437,2012,22.0,Texas A&M,1.778,93.44002822,4.4,82.55,21.0,289.56,7.17,,offense,backs_receivers,RB,1
1438,2015,22.0,Texas,1.7526,88.90410452,4.56,90.17,17.0,287.02,7.22,4.15,defense,defensive_back,CB,1
1439,2009,22.0,Connecticut,1.778,83.00740371,4.41,109.22,,340.36,6.92,4.18,defense,defensive_back,CB,1
1440,2016,21.0,Arkansas,1.778,98.42954429,4.59,72.39,18.0,287.02,,,offense,backs_receivers,RB,1
1441,2017,23.0,Wisconsin,1.905,111.583723,4.67,85.09,21.0,299.72,6.92,4.3,defense,line_backer,OLB,1
1442,2010,22.0,South Florida,1.8288,93.89362059,4.5,,16.0,,,,defense,defensive_back,FS,1
1443,2010,22.0,Connecticut,1.905,95.2543977,4.39,86.36,16.0,312.42,6.94,4.6,offense,backs_receivers,WR,1
1444,2010,,North Dakota St.,1.8288,94.80080533,4.65,97.79,15.0,299.72,7.02,4.33,offense,backs_receivers,RB,0
1445,2016,22.0,Oregon St.,1.9304,137.4384881,5.19,66.04,,266.7,7.4,4.52,offense,offensive_lineman,OG,1
1446,2013,,Texas A&M,1.9558,144.2423737,5.54,59.69,25.0,259.08,8.11,5.06,offense,offensive_lineman,OG,0
1447,2018,22.0,Boise St.,1.9304,116.1196467,4.65,100.33,20.0,314.96,6.88,4.15,defense,line_backer,ILB,1
1448,2017,23.0,Vanderbilt,2.0066,141.0672271,5.47,71.12,23.0,281.94,7.71,4.72,offense,offensive_lineman,OT,1
1449,2009,23.0,Tennessee,1.905,123.3771246,4.77,74.93,18.0,259.08,7.56,4.51,defense,defensive_lineman,DE,1
1450,2010,21.0,Temple,1.8796,116.5732391,4.77,85.09,25.0,287.02,7.04,4.16,defense,line_backer,OLB,0
1451,2009,21.0,Idaho,1.8542,108.4085764,4.79,,23.0,,,,offense,backs_receivers,FB,1
1452,2014,22.0,South Carolina,1.9304,134.7169339,5.03,59.69,27.0,259.08,,,defense,defensive_lineman,DT,0
1453,2013,22.0,Oregon,1.7526,88.90410452,4.52,90.17,20.0,309.88,6.87,4.2,offense,backs_receivers,RB,1
1454,2013,20.0,California,1.8796,93.44002822,4.58,,,,,,offense,backs_receivers,WR,1
1455,2014,23.0,Nebraska,1.905,98.88313666,4.61,105.41,13.0,325.12,,4.33,defense,defensive_back,CB,1
1456,2016,22.0,Clemson,1.778,86.1825503,4.43,,11.0,,,,defense,defensive_back,CB,1
1457,2014,21.0,LSU,1.8034,92.98643585,4.65,72.39,12.0,279.4,,,offense,backs_receivers,WR,1
1458,2019,23.0,Clemson,1.778,83.46099608,4.59,88.9,7.0,294.64,6.8,4.19,offense,backs_receivers,WR,1
1459,2009,,Clemson,1.9304,92.53284348,4.49,96.52,11.0,302.26,7.25,4.45,offense,backs_receivers,WR,0
1460,2012,22.0,Alabama,1.8542,96.61517481,4.54,,,,,,defense,defensive_back,SS,1
1461,2012,23.0,Mississippi St.,1.8796,137.8920805,5.28,55.88,26.0,228.6,8.19,4.99,offense,offensive_lineman,C,0
1462,2012,22.0,Boise St.,1.8288,89.35769689,4.82,68.58,,251.46,7.41,4.56,offense,backs_receivers,QB,0
1463,2009,23.0,USC,1.9304,138.3456729,5.07,77.47,25.0,254.0,,,defense,defensive_lineman,DT,1
1464,2018,21.0,Texas,1.905,107.0477993,4.52,91.44,27.0,317.5,,,defense,line_backer,OLB,1
1465,2009,22.0,USC,1.9558,123.3771246,4.76,77.47,22.0,266.7,7.4,4.47,defense,defensive_lineman,DE,1
1466,2013,20.0,Florida,1.8288,110.2229459,4.65,,27.0,,,,defense,line_backer,ILB,1
1467,2014,23.0,Northern Illinois,1.8288,98.42954429,4.76,74.93,,276.86,6.55,4.2,offense,backs_receivers,QB,0
1468,2014,22.0,Rice,1.8288,87.54332741,4.38,92.71,11.0,309.88,6.62,4.04,defense,defensive_back,CB,1
1469,2018,,Tennessee,1.8542,104.3262451,4.98,82.55,23.0,302.26,,,special_teams,kicking_specialist,P,0
1470,2013,23.0,Illinois,1.8288,88.45051215,4.44,90.17,13.0,294.64,,,defense,defensive_back,CB,1
1471,2010,,California-Davis,1.8034,86.63614267,4.49,,12.0,,,,offense,backs_receivers,WR,0
1472,2017,22.0,Washington St.,1.8034,91.62565874,4.55,78.74,12.0,294.64,6.87,4.21,defense,defensive_back,SS,1
1473,2017,23.0,Wyoming,1.9304,141.5208194,5.54,67.31,19.0,246.38,7.6,4.47,offense,offensive_lineman,C,1
1474,2018,20.0,Alabama,1.905,97.06876718,,86.36,,304.8,,,defense,defensive_back,S,1
1475,2015,21.0,Kansas,1.8034,90.26488163,4.62,,14.0,,,,defense,defensive_back,CB,1
1476,2009,,LSU,1.8288,90.26488163,4.35,80.01,,297.18,,,offense,backs_receivers,WR,1
1477,2013,24.0,Clemson,1.7526,90.26488163,4.61,86.36,,309.88,,,offense,backs_receivers,RB,1
1478,2011,22.0,LSU,1.8034,102.0582833,4.65,91.44,18.0,299.72,6.78,4.21,offense,backs_receivers,RB,1
1479,2018,23.0,Virginia Tech,1.8796,89.35769689,4.53,,16.0,,,,defense,defensive_back,CB,0
1480,2010,26.0,BYU,1.8034,111.1301307,4.84,81.28,19.0,266.7,7.44,4.69,offense,backs_receivers,FB,0
1481,2011,,Oklahoma St.,1.8034,88.45051215,4.71,86.36,,297.18,,,defense,defensive_back,CB,0
1482,2017,21.0,Tennessee,1.778,97.06876718,4.56,100.33,15.0,332.74,,,offense,backs_receivers,RB,1
1483,2018,21.0,Auburn,1.9812,142.8815966,5.22,85.09,35.0,287.02,,4.77,offense,offensive_lineman,OG,1
1484,2018,22.0,Arizona St.,1.8542,103.4190604,4.46,85.09,15.0,309.88,6.91,4.35,offense,backs_receivers,RB,1
1485,2011,22.0,Ohio St.,1.8034,99.7903214,4.4,87.63,22.0,287.02,6.98,4.25,offense,backs_receivers,RB,0
1486,2016,23.0,Washington,1.9304,104.3262451,4.5,101.6,,330.2,7.2,4.42,defense,line_backer,OLB,1
1487,2015,21.0,Oregon,1.9812,138.7992652,5.01,82.55,25.0,,7.25,4.33,offense,offensive_lineman,OT,1
1488,2013,,LSU,1.905,137.8920805,5.38,,25.0,,,,offense,offensive_lineman,C,0
1489,2018,22.0,West. Michigan,1.778,86.1825503,4.54,,,,,,defense,defensive_back,CB,1
1490,2014,22.0,Arkansas,1.8288,85.72895793,4.9,,,,,,special_teams,kicking_specialist,K,1
1491,2011,21.0,Pittsburgh,1.905,119.7483857,4.68,78.74,,292.1,,,defense,defensive_lineman,DE,1
1492,2016,24.0,East Carolina,1.8796,101.1510985,4.61,86.36,18.0,312.42,7.15,4.47,defense,line_backer,OLB,0
1493,2014,21.0,Western Kentucky,1.778,102.0582833,4.82,74.93,20.0,269.24,7.24,4.49,offense,backs_receivers,RB,0
1494,2018,22.0,Wake Forest,1.9304,119.7483857,,,,,,,defense,defensive_lineman,DE,1
1495,2011,22.0,Appalachian St.,1.8034,108.4085764,4.71,78.74,20.0,264.16,7.35,4.45,defense,line_backer,OLB,1
1496,2016,22.0,West Virginia,1.778,94.34721296,4.47,85.09,14.0,304.8,6.83,4.28,offense,backs_receivers,RB,1
1497,2010,23.0,West Virginia,1.905,101.6046909,4.5,87.63,,289.56,7.24,4.39,offense,backs_receivers,QB,0
1498,2017,22.0,Michigan,1.8542,85.27536556,4.6,80.01,5.0,289.56,6.94,4.56,defense,defensive_back,CB,0
1499,2016,22.0,Missouri,1.8796,136.9848957,5.33,72.39,24.0,243.84,7.52,4.69,offense,offensive_lineman,C,1
1500,2013,23.0,Florida St.,1.8796,113.8516849,5.07,,18.0,,,,defense,defensive_lineman,DE,1
1501,2010,21.0,Auburn,1.8034,99.7903214,4.34,102.87,26.0,314.96,6.91,4.12,offense,backs_receivers,RB,1
1502,2012,21.0,Wake Forest,1.905,140.1600423,5.02,,26.0,,,,offense,offensive_lineman,OG,1
1503,2012,21.0,Arizona St.,1.8542,112.4909078,5.0,76.2,,264.16,,,defense,line_backer,ILB,0
1504,2016,21.0,Arizona,1.8288,108.4085764,4.9,78.74,22.0,287.02,,4.47,defense,line_backer,ILB,1
1505,2018,22.0,North Carolina St.,1.8796,140.1600423,5.09,73.66,24.0,264.16,7.82,4.74,defense,defensive_lineman,DT,1
1506,2011,21.0,Lehigh,1.905,140.1600423,5.39,59.69,29.0,251.46,7.91,4.94,offense,offensive_lineman,OG,1
1507,2010,22.0,Wisconsin,1.8796,100.2439138,4.63,,,,,,defense,line_backer,OLB,1
1508,2017,22.0,Alabama,1.8288,103.8726527,,,,,,,defense,line_backer,ILB,1
1509,2016,22.0,Southern Utah,1.8288,92.07925111,4.53,93.98,11.0,304.8,7.08,4.19,defense,defensive_back,CB,1
1510,2018,,Alabama,1.8288,89.81128926,4.35,80.01,14.0,320.04,6.78,4.11,defense,defensive_back,CB,0
1511,2013,,Iowa,1.905,102.5118756,4.92,81.28,,294.64,6.95,4.52,offense,backs_receivers,QB,0
1512,2017,22.0,Louisville,1.905,88.45051215,4.51,91.44,,330.2,,,offense,backs_receivers,WR,0
1513,2016,22.0,Arizona St.,1.778,87.54332741,4.57,90.17,14.0,297.18,6.75,4.07,offense,backs_receivers,WR,0
1514,2017,23.0,Florida St.,1.7272,83.91458845,4.44,82.55,8.0,304.8,7.17,4.37,offense,backs_receivers,WR,0
1515,2014,22.0,Missouri,1.9304,88.45051215,4.46,81.28,8.0,292.1,7.19,4.35,offense,backs_receivers,WR,0
1516,2018,23.0,Alabama,1.8288,83.91458845,4.36,80.01,13.0,302.26,6.93,4.4,defense,defensive_back,CB,1
1517,2015,,Coastal Carolina,1.8796,132.448972,4.97,,,,,,offense,offensive_lineman,C,0
1518,2019,,Duke,1.9304,112.9445001,4.89,,14.0,,,,offense,backs_receivers,TE,0
1519,2016,,TCU,1.8796,84.36818082,4.96,,,,,,special_teams,kicking_specialist,K,0
1520,2015,,SE Louisiana,1.8796,95.70799007,4.81,93.98,,317.5,7.13,4.2,offense,backs_receivers,QB,0
1521,2018,,Texas,1.8796,112.0373154,4.69,83.82,25.0,307.34,6.98,4.18,offense,backs_receivers,RB,0
1522,2016,23.0,Ohio St.,1.905,96.16158244,4.57,88.9,18.0,320.04,6.8,4.13,offense,backs_receivers,WR,1
1523,2012,24.0,Oklahoma,1.8542,111.583723,4.83,91.44,22.0,309.88,,,defense,line_backer,OLB,1
1524,2013,,Hawaii,1.9558,117.0268315,5.05,,24.0,269.24,,,special_teams,other_special,LS,0
1525,2016,,Auburn,1.7526,84.36818082,4.33,91.44,19.0,312.42,7.25,4.25,defense,defensive_back,CB,0
1526,2009,22.0,Missouri,1.9812,110.6765383,4.83,,,,,,offense,backs_receivers,TE,1
1527,2019,24.0,Utah,1.8288,105.2334298,,,,,,,special_teams,kicking_specialist,K,1
1528,2015,22.0,Oklahoma,1.9558,148.324705,5.34,66.04,27.0,246.38,,5.15,offense,offensive_lineman,OT,1
1529,2013,21.0,Alabama,1.8796,143.7887813,5.49,,,279.4,,,offense,offensive_lineman,OG,1
1530,2010,22.0,California,1.8796,133.8097492,4.87,90.17,21.0,294.64,7.15,4.43,defense,defensive_lineman,DE,1
1531,2010,,Oklahoma St.,1.8288,97.52235955,4.62,81.28,28.0,304.8,7.38,4.47,defense,defensive_back,SS,0
1532,2016,22.0,Florida St.,1.905,106.594207,4.77,87.63,19.0,304.8,,,defense,line_backer,ILB,0
1533,2016,,Southern Utah,1.905,112.4909078,4.82,80.01,21.0,281.94,6.8,4.31,defense,defensive_lineman,DE,0
1534,2016,,Texas A&M,1.8034,79.83225712,4.56,97.79,,314.96,6.82,4.06,defense,defensive_back,CB,0
1535,2012,22.0,Syracuse,1.9304,146.9639279,5.44,58.42,16.0,215.9,7.92,4.8,offense,offensive_lineman,OG,1
1536,2016,22.0,Penn St.,1.8288,91.17206637,4.54,,,,,,defense,defensive_back,SS,1
1537,2010,22.0,Tennessee,1.9558,144.695966,5.52,57.15,19.0,228.6,8.24,5.03,offense,offensive_lineman,OG,1
1538,2019,21.0,Oklahoma,1.9304,141.5208194,5.2,,22.0,,,,offense,offensive_lineman,OT,1
1539,2012,,Yale,1.905,102.0582833,5.06,80.01,,256.54,7.14,4.37,offense,backs_receivers,QB,0
1540,2011,21.0,Penn St.,1.905,141.9744118,5.29,72.39,30.0,254.0,7.51,4.63,offense,offensive_lineman,C,1
1541,2009,24.0,Louisville,1.8542,135.1705263,5.18,81.28,31.0,266.7,7.68,4.72,defense,defensive_lineman,DT,0
1542,2018,,Nebraska,1.8288,88.45051215,4.57,,14.0,,,,defense,defensive_back,CB,0
1543,2009,21.0,USC,1.8034,103.8726527,4.65,,30.0,279.4,6.98,4.2,defense,line_backer,OLB,1
1544,2013,22.0,Cincinnati,1.9304,111.583723,4.69,,,,,,defense,defensive_lineman,DE,0
1545,2018,20.0,USC,1.8288,84.36818082,,,,,,,offense,backs_receivers,WR,0
1546,2018,21.0,Texas-San Antonio,1.9812,119.7483857,4.58,85.09,22.0,314.96,7.2,4.41,defense,defensive_lineman,DE,1
1547,2014,21.0,LSU,1.8542,105.6870222,4.56,73.66,20.0,287.02,,,offense,backs_receivers,RB,1
1548,2014,22.0,Florida,1.8034,87.99691978,4.41,,22.0,,,,defense,defensive_back,CB,1
1549,2018,21.0,Wisconsin,1.8034,94.34721296,4.52,,17.0,312.42,,,defense,defensive_back,CB,1
1550,2009,20.0,Rutgers,1.905,98.88313666,4.47,93.98,23.0,314.96,,4.47,offense,backs_receivers,WR,1
1551,2016,23.0,Texas Tech,1.7272,92.53284348,4.49,87.63,24.0,294.64,7.03,4.2,offense,backs_receivers,RB,1
1552,2009,22.0,BYU,1.9304,152.8606287,5.32,,30.0,,,,offense,offensive_lineman,OG,0
1553,2014,22.0,Arkansas,1.8542,120.6555704,4.66,93.98,28.0,307.34,7.55,4.46,defense,line_backer,OLB,1
1554,2011,,South Carolina,1.8542,134.7169339,5.3,60.96,23.0,231.14,7.72,4.71,defense,defensive_lineman,DT,0
1555,2016,22.0,Illinois,1.7526,89.81128926,4.48,87.63,21.0,304.8,,,offense,backs_receivers,RB,0
1556,2010,21.0,Utah,1.8796,104.7798375,4.71,,23.0,,,,defense,line_backer,OLB,1
1557,2015,20.0,Utah,1.9558,151.953444,5.32,67.31,26.0,241.3,8.09,4.89,offense,offensive_lineman,OG,1
1558,2018,21.0,Colorado,1.8542,86.1825503,4.5,,,,,,defense,defensive_back,CB,1
1559,2013,22.0,Florida St.,1.9304,102.0582833,4.51,87.63,,304.8,7.03,4.07,offense,backs_receivers,WR,0
1560,2017,21.0,LSU,1.8796,88.90410452,4.52,100.33,11.0,342.9,7.19,4.26,offense,backs_receivers,WR,1
1561,2016,,Kentucky,1.8034,87.54332741,4.79,83.82,15.0,292.1,7.17,4.25,defense,defensive_back,FS,0
1562,2012,,LSU,1.8034,105.2334298,4.8,86.36,30.0,287.02,7.21,4.35,defense,line_backer,OLB,0
1563,2014,22.0,Connecticut,1.8796,111.583723,,92.71,18.0,274.32,,,defense,line_backer,ILB,1
1564,2012,23.0,Northern Illinois,1.8796,99.33672903,4.68,82.55,,284.48,6.78,4.15,offense,backs_receivers,QB,1
1565,2018,22.0,Penn St.,1.8796,89.81128926,4.34,104.14,16.0,332.74,6.56,4.03,defense,defensive_back,S,1
1566,2009,22.0,Georgia Tech,2.0066,137.8920805,4.96,,,,,,offense,offensive_lineman,OT,1
1567,2018,20.0,Maryland,1.8288,95.2543977,4.42,100.33,15.0,335.28,6.95,4.07,offense,backs_receivers,WR,1
1568,2019,22.0,Toledo,1.778,83.00740371,4.53,85.09,15.0,312.42,7.09,4.45,offense,backs_receivers,WR,1
1569,2015,23.0,Iowa,1.9558,145.1495584,5.07,83.82,,261.62,7.91,4.47,defense,defensive_lineman,DT,1
1570,2013,22.0,Rutgers,1.8034,86.63614267,4.56,82.55,14.0,294.64,6.69,4.06,defense,defensive_back,CB,1
1571,2010,22.0,Idaho,1.9558,150.1390745,5.24,69.85,27.0,233.68,7.85,4.93,offense,offensive_lineman,OG,1
1572,2015,23.0,Penn St.,1.8288,107.5013917,4.68,,31.0,,6.99,4.15,defense,line_backer,OLB,0
1573,2017,21.0,Wyoming,1.8542,99.33672903,4.54,86.36,15.0,317.5,7.03,4.32,offense,backs_receivers,RB,1
1574,2013,22.0,Oregon,1.905,107.9549841,4.74,,,,,,defense,line_backer,ILB,1
1575,2011,21.0,Notre Dame,1.8542,144.695966,5.21,72.39,31.0,248.92,,4.78,defense,defensive_lineman,DT,0
1576,2018,,Ohio St.,1.8034,88.45051215,4.62,,17.0,,,,defense,defensive_back,S,0
1577,2012,,Miami (FL),1.905,92.07925111,4.65,93.98,,287.02,7.1,4.4,offense,backs_receivers,QB,0
1578,2015,21.0,Texas,1.8796,144.695966,5.05,74.93,26.0,248.92,7.84,4.59,defense,defensive_lineman,DT,1
1579,2018,,Southern,1.778,83.91458845,4.44,88.9,15.0,312.42,,,defense,defensive_back,CB,0
1580,2011,22.0,Miami (FL),1.778,95.70799007,4.58,85.09,23.0,304.8,7.0,4.12,offense,backs_receivers,RB,0
1581,2012,22.0,Southern Miss,1.8796,99.33672903,4.69,78.74,,276.86,6.73,4.11,offense,backs_receivers,QB,0
1582,2012,23.0,Clemson,1.8034,85.72895793,4.33,93.98,15.0,309.88,6.6,4.06,defense,defensive_back,CB,1
1583,2010,,West. Michigan,1.9304,103.8726527,4.97,82.55,18.0,299.72,7.1,4.54,offense,backs_receivers,QB,0
1584,2019,,Mississippi,1.8034,92.98643585,4.29,87.63,19.0,309.88,7.0,4.15,defense,defensive_back,S,0
1585,2010,23.0,Marshall,1.8542,112.0373154,4.75,92.71,26.0,302.26,7.24,4.21,defense,line_backer,ILB,0
1586,2014,23.0,Louisville,1.8034,83.46099608,4.5,101.6,12.0,304.8,6.53,3.9,offense,backs_receivers,WR,0
1587,2016,21.0,Notre Dame,1.9812,141.5208194,5.2,72.39,,,8.03,4.9,offense,offensive_lineman,OT,1
1588,2014,21.0,Arizona,1.7526,93.89362059,4.69,82.55,19.0,292.1,7.08,4.38,offense,backs_receivers,RB,1
1589,2010,22.0,North Carolina,1.8796,129.7274178,4.97,74.93,23.0,,,,defense,defensive_lineman,DE,1
1590,2012,23.0,Arizona,1.9558,110.2229459,5.14,77.47,,284.48,,,offense,backs_receivers,QB,1
1591,2013,,Arizona St.,1.9304,105.2334298,5.06,,13.0,,,,special_teams,kicking_specialist,P,0
1592,2013,22.0,North Carolina,1.9812,144.2423737,5.27,,,,,,offense,offensive_lineman,OT,1
1593,2016,,Tennessee,1.8796,101.1510985,4.48,88.9,17.0,312.42,6.9,4.13,offense,backs_receivers,WR,0
1594,2013,21.0,Auburn,1.905,115.6660544,4.6,83.82,27.0,302.26,7.14,4.4,defense,defensive_lineman,DE,1
1595,2011,23.0,Richmond,1.778,81.6466266,4.45,83.82,14.0,289.56,7.21,4.2,defense,defensive_back,CB,1
1596,2016,21.0,Texas,1.905,137.4384881,5.02,81.28,24.0,287.02,8.28,4.82,defense,defensive_lineman,DT,1
1597,2013,21.0,Michigan St.,1.8542,104.3262451,4.6,80.01,24.0,299.72,6.75,4.24,offense,backs_receivers,RB,1
1598,2015,,Oregon,1.9304,112.0373154,4.99,82.55,17.0,279.4,7.2,4.31,defense,line_backer,OLB,0
1599,2019,23.0,Kansas St.,1.9558,141.5208194,5.3,72.39,23.0,279.4,7.69,4.52,offense,offensive_lineman,OT,1
1600,2010,22.0,Iowa,1.905,111.1301307,4.69,86.36,18.0,287.02,7.1,4.42,offense,backs_receivers,TE,1
1601,2010,22.0,Northwestern,1.8034,88.45051215,4.48,,,,,,defense,defensive_back,CB,1
1602,2012,22.0,Alabama,1.8542,143.3351889,5.02,,,,,,defense,defensive_lineman,DT,1
1603,2009,21.0,Ohio St.,1.8288,92.53284348,4.51,83.82,15.0,314.96,6.59,4.08,defense,defensive_back,CB,1
1604,2011,22.0,Utah,1.8796,140.1600423,5.52,64.77,33.0,264.16,8.15,4.77,offense,offensive_lineman,C,0
